id,date,obs_type,obs_type_label,org_id,org_name,category,description,status
KRG-07548,2025-11-30,unsafe_condition,Небезопасное действие,org_063,"ТОО ""Флора Капитал""",Монтажные и грузоподъемные работы,Жүк тасымалдау кезінде жүкті бос  бекітілген,resolved
KRG-07549,2025-12-16,unsafe_condition,Небезопасное действие,org_064,"ТОО ""Бархатный Тюльпан""",СИЗ / Средства по обеспечению безопасности,"""StandartStroy KZ"" ЖШС мердігерлік компаниясының жұмысшысы Мендигалиев Ермухан  ""Индер МАС"" аумағында арнайы қорғаныш бас киімінсіз жүруіне байланысты ескерту жасалған.",resolved
KRG-07550,2025-12-23,safe_practice,Хорошая практика,org_001,"ТОО ""Алый Тюльпан""",Охрана окружающей среды,Скв-ның айналасын арнайы техника мен тазалау кезінде қауіпсіздік ережелерін сақтау,not_applicable
KRG-07551,2025-12-22,unsafe_condition,Опасный фактор,org_002,"ТОО ""Белая Роза""",Работы на высоте / Строительные леса,"ТҚ ӨҚ есептеу торабында орналасқан нысанында биіктікте орындалатын жұмыстар кезінде қауіпсіз қол жетімді сатылардың болмауына байланысты. қызметкерлердің құлап кету қауіпі өте жоғары деңгейде. Аталған жағдай телеметрия құрылғыларына уақытылы және сапалы қызмет көрсетуге кедергі келтіруде. Әсіресе күн қатты салқын, боран, қарлы, желді ауа райы жағдайларында.",open
KRG-07552,2025-11-29,safe_practice,Хорошая практика,org_003,"ТОО ""Золотая Лилия""",Поддержание чистоты и порядка,"СПГУ-3, тұз шаруашылығы НСР сорабын орнату жұмысын бақылау барысында слесарь-жөндеуші жұмысын аяқтаған соң жүмыс орнын жинастырмады.",not_applicable
KRG-07553,2025-11-30,unsafe_condition,Опасный фактор,org_004,"ТОО ""Лавандовый Рассвет""",СИЗ / Средства по обеспечению безопасности,СПГУ-5 БГҚ машинисі машина залында құлақ сақтағышын кимей жұмыс атқарғаны аңғарылды.,resolved
KRG-07554,2025-11-30,safe_practice,Хорошая практика,org_005,"ТОО ""Синяя Орхидея""",Земляные работы,земляные работы,not_applicable
KRG-07555,2025-12-09,unsafe_condition,Небезопасное условие,org_006,"ТОО ""Пурпурный Ирис""",Проскальзывание / Спотыкание / Падение,Нет освещения по Аллеи между зданием заводоуправления и автостоянкой заводоуправления.,resolved
KRG-07556,2025-11-30,unsafe_condition,Небезопасное действие,org_007,"ТОО ""Нежная Фиалка""",Рабочее место / Эргономика,"Вакуумная машина выполняла работу аккуратно и в соответствии с требованиями безопасности. Опасных действий или условий не выявлено. Работы проведены чисто, без нарушений и с применением необходимых средств защиты.",resolved
KRG-07557,2025-11-30,unsafe_condition,Небезопасное действие,org_008,"ТОО ""Солнечный Подсолнух""",Вывешивание плакатов,Қауіпті аймақ ережеге сай қорщалмаған,resolved
KRG-07558,2025-11-30,safe_practice,Хорошая практика,org_009,"ТОО ""Весенний Пион""",Рабочее место / Эргономика,"Оператор проводил обход и проверку оборудования в районе подогревательной печи. Все действия выполнялись аккуратно и в соответствии с требованиями безопасности. Оператор соблюдал дистанцию, находился в зоне безопасности, контролировал параметры печи и визуально оценивал состояние оборудования. Нарушений, опасных действий или опасных условий не выявлено.",not_applicable
KRG-07559,2025-11-30,unsafe_condition,Опасный случай,org_010,"ТОО ""Горная Эдельвейс""",Транспортировка,Темір қалдықтарын тасымалду кезіндегі қауіп фактор,resolved
KRG-07560,2025-11-30,unsafe_condition,Небезопасное поведение,org_011,"ТОО ""Дикая Ромашка""",СИЗ / Средства по обеспечению безопасности,"Работник не одел каску  и направлялся на объект для проведения работ, после полученного предупреждения, СИЗ было одето.",resolved
KRG-07561,2025-11-30,safe_practice,Хорошая практика,org_012,"ТОО ""Серебряный Лотос""",Земляные работы,Провел инструктаж по технике безопасности с работниками занятыми при проведении земляных работ,not_applicable
KRG-07562,2025-11-30,safe_practice,Хорошая практика,org_013,"ТОО ""Ясный Василёк""",Поддержание чистоты и порядка,Предупредил работников о необходимости подержания чистоты и порядка на вверенном участке работ в целях недопущения возникновения непроизведенных ситуации.,not_applicable
KRG-07563,2025-11-30,unsafe_condition,Небезопасное условие,org_014,"ТОО ""Алая Гвоздика""",Проскальзывание / Спотыкание / Падение,Бокс ішіне май төгілген.Тазалансын.,resolved
KRG-07564,2025-11-30,unsafe_condition,Опасный фактор,org_015,"ТОО ""Сакура Плюс""",СИЗ / Средства по обеспечению безопасности,"В процессе осмотра объекта был замечен работник с не надетым наушниками на установке с повышенным шумом и вибрацией, что могло послужить причиной ухудшения слуха.",resolved
KRG-07565,2025-11-30,safe_practice,Предложение (инициатива),org_016,"ТОО ""Южная Магнолия""",Сварка / Шлифовка / Отжиг,Ауа-райының салқындауына байланысты Жүрмелі дәнекерлеу агрегаттардың жабуын жауып жүру керек,not_applicable
KRG-07566,2025-11-30,unsafe_condition,Опасный случай,org_017,"ТОО ""Таёжный Жасмин""",Транспортировка,Темір қалдықтарын тасымалду кезіндегі қауіп фактор,resolved
KRG-07567,2025-11-30,safe_practice,Хорошая практика,org_018,"ТОО ""Полевая Незабудка""",Рабочее место / Эргономика,"Во время обхода на территории ЦППН машинист насосных установок проводил проверку работы насосного агрегата. Работник контролировал давление, вибрацию, температуру корпуса, состояние уплотнений и утечек. Все действия выполнялись аккуратно, по инструкции и с соблюдением требований промышленной безопасности. Опасных условий и нарушений не выявлено. Насосная установка работала стабильно и в безопасном режиме.",not_applicable
KRG-07568,2025-11-29,unsafe_condition,Небезопасное действие,org_019,"ТОО ""Янтарная Хризантема""",Транспортировка,"Было замечание водителю поставщика чтобы обратил внимание на габариты высоты при въезде на территорию БМТС,  и рекомендовал заезжать через безопасный вход со стороны, где отсутствует высотные препятствие.
Чтобы избежать зацепов и обеспечить безопасный проезд крупногабаритного размера груза.",open
KRG-07569,2025-11-30,unsafe_condition,Опасный фактор,org_020,"ТОО ""Тихая Камелия""",Электрооборудование,"Бмтс базасында №9 қойма алдында жаяу жүргіншіге түсіп тұрғған жарық опорасы жанбай тұр, таңғы және кешкі уақытта қойма меңгерушілерге жұмыс орнына бара жатқан уақытта жарық жоқтығынан сүріну қатері бар.",open
KRG-07570,2025-11-30,safe_practice,Предложение (инициатива),org_021,"ТОО ""Ночная Лаванда""",Сварка / Шлифовка / Отжиг,Сварка жасау кезіндегі,not_applicable
KRG-07571,2025-11-27,safe_practice,Предложение (инициатива),org_022,"ТОО ""Лесной Ландыш""",Электрооборудование,ЖПИЖЦ цехының сыртта орналасқан жұмыс аймағында қараңғы мезгілде дала жарығын аздық етеді.,not_applicable
KRG-07572,2025-11-30,unsafe_condition,Небезопасное поведение,org_023,"ТОО ""Звёздный Амариллис""",Выполнение требований инструкций,"Было сделано напоминание коллегам в кабинете о том, что требуется выключать компьютеры и офисные оборудование после рабочего времени. 
Это необходимо для соблюдения требований безопасности  и рационального использования электроэнергий ресурсов.",open
KRG-07573,2025-10-27,unsafe_condition,Небезопасное условие,org_024,"ТОО ""Каспийский Тюльпан""",Рабочее место / Эргономика,"На ПСН ""Опорная"" площадка обслуживания СИКН не обеспечены перилами.",resolved
KRG-07574,2025-11-29,safe_practice,Предложение (инициатива),org_025,"ТОО ""Степная Роза""",Электрооборудование,"Ұңғы-1500 КТП-6/0,4кВ техникалық жағдайы төмен, ескірген.",not_applicable
KRG-07575,2025-11-30,safe_practice,Предложение (инициатива),org_026,"ТОО ""Голубая Гортензия""",Электрооборудование,"Ұңғы-1220 КТП-6/0,4кВ техникалық жағдайы төмен, ескірген.",not_applicable
KRG-07576,2025-11-30,safe_practice,Предложение (инициатива),org_027,"ТОО ""Рубиновый Мак""",Охрана окружающей среды,"ДТТ Гараж-1 аумағында ТҚ көрсету бокстың артында, күрделі жөндеуден шыққан  тұрмыстық қалдықтар жиналып тұр.",not_applicable
KRG-07577,2025-11-29,unsafe_condition,Опасный фактор,org_028,"ТОО ""Северный Нарцисс""",Целостность объекта / Оборудования,"Ограждение обьекта:Бетонный забор возле ворот ж/д путей 16 в сторону Жигер МС,3плита забора (есть опасность падения плиты)",open
KRG-07578,2025-11-30,unsafe_condition,Небезопасное поведение,org_029,"ТОО ""Имперская Орхидея""",Монтажные и грузоподъемные работы,Мұнара түсіру,open
KRG-07579,2025-11-30,unsafe_condition,Небезопасное условие,org_030,"ТОО ""Весенний Крокус""",Транспортировка,Жүктердің дұрыс бекітілген жөніндегі нұсқау,open
KRG-07580,2025-11-30,unsafe_condition,Небезопасное действие,org_031,"ТОО ""Изумрудный Папоротник""",СИЗ / Средства по обеспечению безопасности,РСУ жұмыскері жұмыс барысында қорғаныс көзілдірігін кимеген,resolved
KRG-07581,2025-11-30,safe_practice,Хорошая практика,org_032,"ТОО ""Белоснежная Азалия""",Транспортировка,ЦППН аумағынан бетон қалдықтарын шығару,not_applicable
KRG-07582,2025-11-30,unsafe_condition,Опасный фактор,org_033,"ТОО ""Алтын Бәйшешек""",Целостность объекта / Оборудования,"ЦППН аумағындағы технологиялық су төгу котлованының қоршауы орнына салынбаған, адам құлап кету қауіпі бар",resolved
KRG-07583,2025-12-01,safe_practice,Хорошая практика,org_034,"ТОО ""Көктем Гүлі""",Знаки безопасности / Предупредительные таблички,Нет данных,not_applicable
KRG-07584,2025-12-01,unsafe_condition,Небезопасное поведение,org_035,"ТОО ""Жемчужная Фрезия""",Вождение,Көлік қауіпсіз басқару,resolved
KRG-07585,2025-12-01,safe_practice,Хорошая практика,org_036,"ТОО ""Лазурный Дельфиниум""",СИЗ / Средства по обеспечению безопасности,Санитарлық тазалау жұмыстарын бақыладым,not_applicable
KRG-07586,2025-12-01,safe_practice,Хорошая практика,org_037,"ТОО ""Розовый Флокс""",Санитарно-бытовые помещения,"В душевом помещении не держать краны, утечка воды.",not_applicable
KRG-07587,2025-11-30,unsafe_condition,Небезопасное действие,org_038,"ТОО ""Сафлоровый Рассвет""",СИЗ / Средства по обеспечению безопасности,Работник работает пыльную работу не надев респиратор,resolved
KRG-07588,2025-11-06,unsafe_condition,Опасный фактор,org_039,"ТОО ""Медовая Астра""",Электрооборудование,МК-10т кранның силовой тоғы салбырап тұр,resolved
KRG-07589,2025-11-11,safe_practice,Хорошая практика,org_040,"ТОО ""Тайный Бутон""",Поддержание чистоты и порядка,"КК10,КК-20 жан-жағында қураған шөптер шабылмаған",not_applicable
KRG-07590,2025-11-17,unsafe_condition,Опасный фактор,org_041,"ТОО ""Цветущий Миндаль""",Поддержание чистоты и порядка,КК-20 жүк көтргіш краны ауласында темір қалдықтары шашылған,resolved
KRG-07591,2025-12-01,unsafe_condition,Небезопасное действие,org_042,"ТОО ""Полевой Клевер""",Сварка / Шлифовка / Отжиг,"В помещении операторной ТСЦ РП работник ТОО ""Техно Конструкция"" инструментом ""болгаркой"" резал кафель без защитных очков.",resolved
KRG-07592,2025-11-25,safe_practice,Предложение (инициатива),org_043,"ТОО ""Огненная Георгина""",Целостность объекта / Оборудования,"№1 қойма шатырының бір шеті сынып шығып тұр,адам басына құлау қаупі бар",not_applicable
KRG-07593,2025-11-25,safe_practice,Хорошая практика,org_044,"ТОО ""Сияющая Примула""",Целостность объекта / Оборудования,КК-10 жүк көтергіш краны астында орналасқан құбыр жинайтын сөренің бір қабырғасы сынған,not_applicable
KRG-07594,2025-11-27,safe_practice,Предложение (инициатива),org_045,"ТОО ""Гармония Лилий""",Электрооборудование,ӨТБ кабинетінде бір жарық шамы жанбай қалған,not_applicable
KRG-07595,2025-11-27,unsafe_condition,Опасный фактор,org_046,"ТОО ""Шёлковый Пион""",Электрооборудование,№3 КТПН-нен шығып қоймаға тартылғын кабельдің үзілгенін байқадым,resolved
KRG-07596,2025-12-01,unsafe_condition,Небезопасное действие,org_047,"ТОО ""Японская Сакура""",СИЗ / Средства по обеспечению безопасности,Жұмыс орнында қорғаныс көзілідірік кимеген,resolved
KRG-07597,2025-11-28,unsafe_condition,Небезопасное действие,org_048,"ТОО ""Лунная Орхидея""",Работы в замкнутом пространстве,"Перед началом работ , при проверке документов и готовности всех средств было обнаружено: что у рабоотникаТОО”VVK” БаймахановаМ.О.квалификацоннынный документ ПромБез не в годном состоянии(промок изаписи смыты, информация в документе нечиаемо).",resolved
KRG-07598,2025-12-01,unsafe_condition,Небезопасное действие,org_049,"ТОО ""Садовый Гиацинт""",Санитарно-бытовые помещения,Нет данных,resolved
KRG-07599,2025-12-18,unsafe_condition,Небезопасное условие,org_050,"ТОО ""Белый Лотос KZ""",Электрооборудование,"Кабели проложены под трубопроводной эстакадой и провисают между опорами, без жёсткой фиксации по всей длине.
Провести работу по закреплению кабелей.",resolved
KRG-07600,2025-12-20,unsafe_condition,Опасный фактор,org_051,"ТОО ""Ароматный Мирт""",Электрооборудование,Нет данных,resolved
KRG-07601,2025-12-22,safe_practice,Хорошая практика,org_052,"ТОО ""Цветочный Бриз""",Целостность объекта / Оборудования,Провел наблюдение. Предложении нет,not_applicable
KRG-07602,2025-12-23,unsafe_condition,Опасный фактор,org_053,"ТОО ""Небесная Камелия""",Работы на высоте / Строительные леса,"Биіктікте қызмет көрсету жұмыстары кезінде (телеметрия, байланыс) қызметкерлердің құлап қалу қауіпі жоғары деңгейде. Әсіресе ауа райының қолайсыз жағдайларында  (боранды, қарлы, желді және аязды күндері) нысанға қауіпсіз көтерілу және түсу мүмкіндігі шектеулі.",open
KRG-07603,2025-12-01,unsafe_condition,Небезопасное поведение,org_054,"ТОО ""Степной Шалфей""",Вождение,Водитель подрядной организации управлял автомобилем не пристегнутым ремнем безопасности,resolved
KRG-07604,2025-12-22,unsafe_condition,Опасный фактор,org_055,"ТОО ""Грация Гортензии""",Работы на высоте / Строительные леса,"ӨЭБ РП қарасты нысандарында орнатылған телеметриялық құрылғыларға қызмет көрсету биіктікте орындалады. Алайда нысандарда қолданыстағы нормативтік талаптарға сәйкес келетін арнайы стандартты сатылардың болмауы салдарынан, биіктікте жұмыс істеу кезінде қызметкерлердің құлап кету қауіпі жоғары деңгейде.",open
KRG-07605,2025-12-19,safe_practice,Хорошая практика,org_056,"ТОО ""Пудровая Роза""",Трубопроводы / Подземные коммуникации,Работы проведены согласно по наряду допуску. Замечаний нет.,not_applicable
KRG-07606,2025-12-19,safe_practice,Хорошая практика,org_057,"ТОО ""Золотой Подсолнух""",Не указано,При монтаже трубы ф219/12 работниками ТОО ОСС работа производилось с соблюдением требования техники безопасности,not_applicable
KRG-07607,2025-12-23,unsafe_condition,Небезопасное условие,org_058,"ТОО ""Кристальный Ирис""",Взрыво- и пожароопасность,При выполнении сварочных (огневых) работ отсутствуют огнетушитель и защитные ограждения.,resolved
KRG-07608,2025-12-21,unsafe_condition,Небезопасное поведение,org_059,"ТОО ""Лепесток Удачи""",СИЗ / Средства по обеспечению безопасности,Очки кимеген,open
KRG-07609,2025-12-23,unsafe_condition,Опасный фактор,org_060,"ТОО ""Рассветная Лаванда""",Транспортировка,Нет данных,resolved
KRG-07610,2025-12-23,unsafe_condition,Небезопасное условие,org_061,"ТОО ""Цветущий Олеандр""",Выполнение требований инструкций,"Рабочие подрядной организации, работали с просроченной металлической лестницей.",resolved
KRG-07611,2025-12-01,unsafe_condition,Небезопасное действие,org_062,"ТОО ""Весенний Букет""",Проскальзывание / Спотыкание / Падение,Сломана усьевпя площадка,resolved
KRG-07612,2025-12-01,unsafe_condition,Опасный фактор,org_063,"ТОО ""Флора Капитал""",Проскальзывание / Спотыкание / Падение,ТСЦ РП аумағында ПГ колодецтің люгі ашық тұрғанын байқадым. Біреу түсіп кету қауіпі бар.,resolved
KRG-07613,2025-11-21,safe_practice,Предложение (инициатива),org_064,"ТОО ""Бархатный Тюльпан""",Электрооборудование,Қауіпсіздік сақтау,not_applicable
KRG-07614,2025-11-25,safe_practice,Хорошая практика,org_001,"ТОО ""Алый Тюльпан""",Монтажные и грузоподъемные работы,Қауіпсіздік сақтау,not_applicable
KRG-07615,2025-11-26,safe_practice,Хорошая практика,org_002,"ТОО ""Белая Роза""",Трубопроводы / Подземные коммуникации,қауіпсіздікті сақтау,not_applicable
KRG-07616,2025-12-01,unsafe_condition,Небезопасное действие,org_003,"ТОО ""Золотая Лилия""",Переносное оборудование / Ручные инструменты,Қауіпсіздік сақтау,resolved
KRG-07617,2025-12-01,unsafe_condition,Опасный случай,org_004,"ТОО ""Лавандовый Рассвет""",Монтажные и грузоподъемные работы,"Жүк көтеріу кезінде ,трос 1тіні үзік екені байқалды ,ескертілді",resolved
KRG-07618,2025-12-01,unsafe_condition,Небезопасное поведение,org_005,"ТОО ""Синяя Орхидея""",СИЗ / Средства по обеспечению безопасности,"При проведении работ повышенной опасности (работы на высоте) у сотрудника подрядной организации ТОО ""Турар ЛТД"" на сумке СИЗОД не было бирки и паспорта о квартальной проверке. При проверке самого противогаза никаких дефектов не обнаружено, срок фильтра не просрочен, готов к использованию.",resolved
KRG-07619,2025-12-01,unsafe_condition,Небезопасное действие,org_006,"ТОО ""Пурпурный Ирис""",Земляные работы,Оператор сорапхана ішінде жұмыс істеу кезінде құлағына беруши киген жоқ,resolved
KRG-07620,2025-12-18,unsafe_condition,Небезопасное действие,org_007,"ТОО ""Нежная Фиалка""",Транспортировка,Установлено что при погрузке негаборитного груза аварийные габаритные огни спецтехники не функционирует. При движении по трассе данная неисправность способна повлиять на безопасность встречных и попутных автомобилей и повлечь нарушения правил ПДД.,resolved
KRG-07621,2025-11-30,unsafe_condition,Небезопасное поведение,org_008,"ТОО ""Солнечный Подсолнух""",Вождение,Мердігер жүргізушісі қойма бара жатқанда. Қауіпсіздік белдігін таққан жоқ.,resolved
KRG-07622,2025-12-01,unsafe_condition,Небезопасное действие,org_009,"ТОО ""Весенний Пион""",СИЗ / Средства по обеспечению безопасности,Водитель ходил на территории БПО№1  без каски и очки.,resolved
KRG-07623,2025-12-01,unsafe_condition,Небезопасное действие,org_010,"ТОО ""Горная Эдельвейс""",Проскальзывание / Спотыкание / Падение,Ацн дөңгелегінің астына тіреуіш орнатқан жоқ,resolved
KRG-07624,2025-12-21,unsafe_condition,Небезопасное условие,org_011,"ТОО ""Дикая Ромашка""",Проскальзывание / Спотыкание / Падение,Ұңғымалар басында жауын күні балшықтан құлап кету қаупі бар. Ұңғымалар айналасына құрғақ топырақ төгу қажет.,resolved
KRG-07625,2025-12-18,unsafe_condition,Небезопасное условие,org_012,"ТОО ""Серебряный Лотос""",Электрооборудование,При работе сваромонтажным работе щлифовальной машинке 125 отсутствует бирка испытание,resolved
KRG-07626,2025-12-22,unsafe_condition,Небезопасное действие,org_013,"ТОО ""Ясный Василёк""",Транспортировка,КПП 1 ле кызмет аткару кезинде автоколиктин жургизушиси автоколиктин фарын жакпай келген ескерту жасалды,resolved
KRG-07627,2025-12-16,unsafe_condition,Небезопасное условие,org_014,"ТОО ""Алая Гвоздика""",Транспортировка,Ұңғымаларды жер асты жөндеу бригадасының култ будканың доңғалақ 1-тіреуіші қойылмаған,resolved
KRG-07628,2025-12-01,unsafe_condition,Небезопасное действие,org_015,"ТОО ""Сакура Плюс""",Проскальзывание / Спотыкание / Падение,Ца-320 треуші дөнгелгі орнатылмаған,resolved
KRG-07629,2025-12-01,unsafe_condition,Небезопасное действие,org_016,"ТОО ""Южная Магнолия""",Проскальзывание / Спотыкание / Падение,Ца-320 треуші дөнгелгі орнатылмаған,resolved
KRG-07630,2025-11-28,unsafe_condition,Небезопасное условие,org_017,"ТОО ""Таёжный Жасмин""",СИЗ / Средства по обеспечению безопасности,"При ежедневном обходе по закрепленной территории было обнаружено что, у работника ТОО”VVK” Айиенова М.Ж.заполне в паспорте было исправлено в ручную.",resolved
KRG-07631,2025-11-28,unsafe_condition,Небезопасное условие,org_018,"ТОО ""Полевая Незабудка""",СИЗ / Средства по обеспечению безопасности,"При ежедневном обходе по закрепленной территории было обнаружено что, у работника ТОО”VVK” Айиенова М.Ж.заполне в паспорте было исправлено в ручную.",resolved
KRG-07632,2025-12-01,unsafe_condition,Небезопасное поведение,org_019,"ТОО ""Янтарная Хризантема""",Работы в замкнутом пространстве,"Перед началом работ , при проверке документов и готовности снаряжения к работе было обнаружено что у работника ТОО «VVK» Жузбаева Б.К. В паспорте от личного противогаза номер коробки и серия маски не соответствует с фактическими.",resolved
KRG-07633,2025-12-01,unsafe_condition,Небезопасное действие,org_020,"ТОО ""Тихая Камелия""",Машины и оборудование,ЦА 320 аяғына тіреуіші орнатылмаған.,resolved
KRG-07634,2025-12-01,safe_practice,Хорошая практика,org_021,"ТОО ""Ночная Лаванда""",Рабочее место / Эргономика,"Товарный оператор выполнял осмотр резервуарного парка и контроль уровня нефти в соответствии с установленными инструкциями. Использовал необходимые СИЗ, соблюдал безопасную дистанцию, аккуратно передвигался по территории и проверял состояние оборудования и арматуры. Опасных действий, нарушений или рисков не выявлено. Работы выполнены безопасно и организованно.",not_applicable
KRG-07635,2025-12-01,safe_practice,Хорошая практика,org_022,"ТОО ""Лесной Ландыш""",СИЗ / Средства по обеспечению безопасности,"Слесарь-ремонтник проводил техническое обслуживание и осмотр технологического оборудования. Работу выполнял аккуратно, применял необходимые СИЗ, соблюдал безопасную позу и правильные приемы при работе с инструментом. Проверил крепления, состояние узлов и отсутствие утечек. Опасных условий или нарушений не выявлено. Работа выполнена грамотно и безопасно.",not_applicable
KRG-07636,2025-12-01,safe_practice,Хорошая практика,org_023,"ТОО ""Звёздный Амариллис""",СИЗ / Средства по обеспечению безопасности,"Мастер Есибаев А.К. проводил обход рабочей зоны, контролировал состояние оборудования и соблюдение требований безопасности персоналом. Обращал внимание на применение СИЗ, порядок на рабочем месте и правильность выполнения операций. Действовал в соответствии с инструкциями и демонстрировал ответственное отношение к организации безопасного труда. Опасных условий и нарушений выявлено не было.",not_applicable
KRG-07637,2025-12-01,unsafe_condition,Опасный фактор,org_024,"ТОО ""Каспийский Тюльпан""",Целостность объекта / Оборудования,На 1(первом) посту не работет шлагбаум.Прошу направить специалиста и устранить не испаравность.,resolved
KRG-07638,2025-12-01,safe_practice,Предложение (инициатива),org_025,"ТОО ""Степная Роза""",Вождение,Деформация дорожного покрытия периметра месторождения на участке между Рубеж 2 и пост6 . В настоящее время проблема устранена. Дорога полностью очищена 25.11.2025 г.,not_applicable
KRG-07639,2025-12-01,unsafe_condition,Небезопасное действие,org_026,"ТОО ""Голубая Гортензия""",Знаки безопасности / Предупредительные таблички,"ГЗУ-30 учаскесінде путевой подогреватель пешін жөндеу жұмыстары барысында жұмысшылардың қорғаныс көзілдірігін кимегені анықталды. Аталған талап бұзушылық жөнінде учаске мастеріне дереу ескерту жасалды.
Ескерту берілгеннен кейін жұмысшыларға қорғаныс көзілдірігі кигізілді және жұмыс қауіпсіздік талаптарына сай жалғастырылды",resolved
KRG-07640,2025-12-01,safe_practice,Хорошая практика,org_027,"ТОО ""Рубиновый Мак""",Поддержание чистоты и порядка,"Во время ревизии расходомера были приняты меры для предотвращения разлива нефтешламов, чтобы не загрязнить рабочее место.",not_applicable
KRG-07641,2025-11-21,unsafe_condition,Опасный случай,org_028,"ТОО ""Северный Нарцисс""",Электрооборудование,Өндіріс аумағында гараж бокс ғимарытында жарық шамы жанып өшіп тұрғанын байқадым. Қызып жанып арты өртке ұласып кетер деп электрикке хабарладым,resolved
KRG-07642,2025-12-01,unsafe_condition,Опасный случай,org_029,"ТОО ""Имперская Орхидея""",Санитарно-бытовые помещения,МДжА Учаскесіндегі резервуар парк аумағында жұмыс жасап жатырған жұмысшылар тазалық сақтамаған.Жұмыс алаңдары қатты қалдыққа толы,resolved
KRG-07643,2025-11-25,safe_practice,Предложение (инициатива),org_030,"ТОО ""Весенний Крокус""",Охрана окружающей среды,"О.Ш.Қамысты кен алаңында №128 су тоғыту ұңғысының су алғыштығын тексеріп болғаннан кейін ЦА-320 машинисті агрегат чанында қалған суды жерге төкпекші болды. Машинистке қоршаған ортаны ластауға болмайтынын айтып, қайда төгу керектігін айттым.",not_applicable
KRG-07644,2025-11-20,unsafe_condition,Опасный случай,org_031,"ТОО ""Изумрудный Папоротник""",СИЗ / Средства по обеспечению безопасности,"О.Ш.Қамысты кен алаңында ұңғы № 450 тербелме жүріс ұзындығын өзгерту кезінде , жөндеуші сақтандыру белдігін дұрыс тақпағанын көріп, жұмысын тұрғыздым.",resolved
KRG-07645,2025-11-25,unsafe_condition,Опасный случай,org_032,"ТОО ""Белоснежная Азалия""",СИЗ / Средства по обеспечению безопасности,О.Ш.Қамысты кен алаңында ұңғы         № 200 ді қайта жуу кезінде оператор қолғапсыз жұмыс жасап  жатқанын көріп жұмысын тоқтаттым.,resolved
KRG-07646,2025-11-03,unsafe_condition,Опасный случай,org_033,"ТОО ""Алтын Бәйшешек""",СИЗ / Средства по обеспечению безопасности,"Қабат қысымын сақтау сорабын жөндеу жұмыстары кезінде, жөндеуші арнайы сақтандыру құлақ қорғанысын (наушник) кимеген",resolved
KRG-07647,2025-11-23,unsafe_condition,Опасный случай,org_034,"ТОО ""Көктем Гүлі""",СИЗ / Средства по обеспечению безопасности,"№162 ұңғы сағасының ысырмасын ауыстыру кезінде, жарамсыз кілт пайдаланып, жұмыс тоқтатылды Жөндеушіге арнайы кілттер толықтырылып, ескерту айтылып жұмыс жалғастырылды.",resolved
KRG-07648,2025-12-01,unsafe_condition,Небезопасное условие,org_035,"ТОО ""Жемчужная Фрезия""",Электрооборудование,Перегарел лампочка периметра поста 2 .проникновение на охраняемый обьект посторонных лиц,resolved
KRG-07649,2025-12-01,unsafe_condition,Небезопасное действие,org_036,"ТОО ""Лазурный Дельфиниум""",Не указано,Ремонтные работы,resolved
KRG-07650,2025-12-02,unsafe_condition,Небезопасное поведение,org_037,"ТОО ""Розовый Флокс""",Вывешивание плакатов,Маңызды жолға арнайы жол белгілерін орналастыру,resolved
KRG-07651,2025-12-02,safe_practice,Хорошая практика,org_038,"ТОО ""Сафлоровый Рассвет""",Поддержание чистоты и порядка,Разброс мешков,not_applicable
KRG-07652,2025-12-02,unsafe_condition,Небезопасное условие,org_039,"ТОО ""Медовая Астра""",Рабочее место / Эргономика,Нужен ремонт в КПП,open
KRG-07653,2025-12-02,unsafe_condition,Небезопасное поведение,org_040,"ТОО ""Тайный Бутон""",СИЗ / Средства по обеспечению безопасности,Обнаружил посторонние предметы в сумке противогаза,open
KRG-07654,2025-12-02,unsafe_condition,Небезопасное поведение,org_041,"ТОО ""Цветущий Миндаль""",Проскальзывание / Спотыкание / Падение,Авто көліктерге техникалық қызмет көрсету боксындағы жұмыстарды тексердім.,resolved
KRG-07655,2025-12-02,unsafe_condition,Небезопасное действие,org_042,"ТОО ""Полевой Клевер""",Переносное оборудование / Ручные инструменты,ЦА-320 дөңгелектің тіреуішін орнатпаған,resolved
KRG-07656,2025-12-02,unsafe_condition,Небезопасное действие,org_043,"ТОО ""Огненная Георгина""",Проскальзывание / Спотыкание / Падение,№1-топта жұмыс алаңына май төгілген. Тайып кету қауіпі бар. Тез арада тазалансын.,resolved
KRG-07657,2025-12-02,unsafe_condition,Небезопасное действие,org_044,"ТОО ""Сияющая Примула""",Вывешивание плакатов,"При проведений работ работники подрядной организации работали без СИЗ (защитные очки), и противогаз находился на небезопасном расстоянии.",resolved
KRG-07658,2025-12-02,unsafe_condition,Небезопасное действие,org_045,"ТОО ""Гармония Лилий""",Машины и оборудование,Ца-320 жұмыс барысында дөңғелек тиреуиш орнатылмаган,resolved
KRG-07659,2025-11-20,unsafe_condition,Небезопасное условие,org_046,"ТОО ""Шёлковый Пион""",Земляные работы,"На месторождении ""Сазтобе"" УСН настил через траншею не имеет ограждения.",resolved
KRG-07660,2025-12-02,unsafe_condition,Небезопасное действие,org_047,"ТОО ""Японская Сакура""",Проскальзывание / Спотыкание / Падение,Гололед,resolved
